"CASE_NBR","CREATED","CLOSED","STATUS","SUBJECT","REASON","TYPE","DESCRIPTION","LOCATION","ZIPCODE"
"31414254","1/27/2016 7:54:05 AM","2/26/2016 9:37:13 AM","Closed","311 Service Request","Transportation","Pavement","Pavement","INTERSECTION of PLUMERIA AVE and FAIR OAKS BLVD, 95628","95628"
"31414256","1/27/2016 7:54:25 AM","1/27/2016 2:51:37 PM","Closed","Open311","Remote Device","Pothole","Pothole - 105946","8378 CENTRAL AVE, 95662","95662"
"31414262","1/27/2016 7:59:29 AM","2/10/2016 11:35:19 AM","Closed","311 Service Request","Transportation","Traffic Sign Complaints","Traffic Sign Complaints","3712 DURAN CIR, 95821","95821"
"31414265","1/27/2016 8:04:20 AM","1/27/2016 10:14:53 AM","Closed","Open311","Remote Device","Shopping cart","Shopping carts - 105948","8593 GREENBACK LN,Unit 1, 95662","95662"
"31414267","1/27/2016 8:05:51 AM","2/10/2016 11:35:58 AM","Closed","311 Service Request","Transportation","Street Light Complaints","Street Light Complaints","3937 NICKLAUS PL, 95608","95608"
"31414272","1/27/2016 8:14:25 AM","1/27/2016 9:30:14 AM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","INTERSECTION of SIMPSON RANCH CT and DILLARD RD, 95693","95693"
"31414275","1/27/2016 8:15:24 AM","2/10/2016 11:36:46 AM","Closed","311 Service Request","Transportation","Pothole Sidewalk Complaints","Pothole Sidewalk Complaints","4629 MARCONI AVE, 95821","95821"
"31414278","1/27/2016 8:20:00 AM","","Open","311 Service Request","Code - Housing","Emergency Housing Conditions","Emergency Housing Condition","2223 MARCONI AVE, 95821","95821"
"31414279","1/27/2016 8:20:47 AM","1/27/2016 8:25:14 AM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","8024 GRINZING WAY, 95829","95829"
"31414280","1/27/2016 8:23:29 AM","2/10/2016 11:37:57 AM","Closed","311 Service Request","Transportation","Traffic Sign Complaints","Traffic Sign Complaints","INTERSECTION of CLAY EAST RD and TWIN CITIES RD, 95638","95638"
"31414281","1/27/2016 8:23:34 AM","1/27/2016 8:25:19 AM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","3600 QUINN WAY, 95660","95660"
"31414287","1/27/2016 8:28:49 AM","","Open","311 Service Request","Transportation","Street Light Complaints","Street Light Complaints","3367 LERWICK RD, 95821","95821"
"31414294","1/27/2016 8:31:53 AM","1/27/2016 8:35:18 AM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","5733 RIVER BIRCH PL, 95843","95843"
"31414316","1/27/2016 8:45:42 AM","1/27/2016 9:30:08 PM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","5832 GARIBALDI ST, 95824","95824"
"31414317","1/27/2016 8:46:44 AM","2/10/2016 11:40:37 AM","Closed","311 Service Request","Transportation","Traffic Signal Complaints","Traffic Signal Complaints","INTERSECTION of BRADSHAW RD and ELDER CREEK RD, 95829","95829"
"31414323","1/27/2016 8:51:19 AM","2/10/2016 11:41:42 AM","Closed","Open311","Remote Device","Graffiti","Graffiti - 105961","12811 QUINCE LN, 95693","95693"
"31414333","1/27/2016 9:03:22 AM","1/27/2016 2:30:00 PM","Closed","311 Service Request","Animal Care","Dead Animals","Dead Animals","INTERSECTION of GERBER RD and ADMIRAL LN, 95829","95829"
"31414335","1/27/2016 9:03:54 AM","2/10/2016 11:42:18 AM","Closed","311 Service Request","Transportation","Traffic Signal Complaints","Traffic Signal Complaints","INTERSECTION of FAIR OAKS BLVD and WATT AVE, 95864","95864"
"31414336","1/27/2016 9:05:08 AM","1/27/2016 9:15:32 AM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","8395 STEVENSON AVE, 95828","95828"
"31414340","1/27/2016 9:08:35 AM","1/27/2016 10:30:16 AM","Closed","311 Service Request","Animal Care","Animal Care - Wild","Animal Care - Wild","8770 GERBER RD, 95828","95828"
"31414343","1/27/2016 9:10:14 AM","","Open","311 Service Request","Transportation","Traffic Signal Complaints","Traffic Signal Complaints","INTERSECTION of FLORIN RD and BRADSHAW RD, 95829","95829"
"31414346","1/27/2016 9:11:55 AM","","Open","311 Service Request","Code - Housing","Sub-Standard Housing Complaints","Sub-Standard Housing Complaints","3100 HOWE AVE,Unit 4C, 95821","95821"
"31414352","1/27/2016 9:19:37 AM","2/10/2016 11:43:18 AM","Closed","311 Service Request","Transportation","Pothole Sidewalk Complaints","Pothole Sidewalk Complaints","2045 VESTA WAY, 95864","95864"
"31414354","1/27/2016 9:22:09 AM","1/27/2016 10:30:03 AM","Closed","311 Service Request","Animal Care","Animal Investigations","Animal Investigation","7300 EXCELSIOR RD, 95829","95829"
"31414357","1/27/2016 9:24:14 AM","2/10/2016 1:15:44 PM","Closed","311 Service Request","Transportation","Pothole Sidewalk Complaints","Pothole Sidewalk Complaints","3100 JERSEY WAY, 95821","95821"
"31414359","1/27/2016 9:24:46 AM","1/27/2016 11:30:15 AM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","8969 LELAND AVE, 95829","95829"
"31414364","1/27/2016 9:29:43 AM","2/26/2016 9:37:53 AM","Closed","311 Service Request","Transportation","Traffic Sign Complaints","Traffic Sign Complaints","INTERSECTION of LINDA SUE WAY and JUDISTINE DR, 95628","95628"
"31414372","1/27/2016 9:35:47 AM","1/27/2016 10:06:00 AM","Closed","311 Service Request","Environmental - Health","Tattoo and Body Art Complaints","Tattoo and Body Art Complaint","5620 WATT AVE, 95660","95660"
"31414378","1/27/2016 9:40:15 AM","2/1/2016 3:56:14 PM","Closed","311 Service Request","Code - Housing","Emergency Housing Conditions","Emergency Housing Condition","1190 JONAS AVE, 95864","95864"
"31414386","1/27/2016 9:43:24 AM","1/27/2016 9:45:51 AM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","7407 SUNBOROUGH LN, 95828","95828"
"31414392","1/27/2016 9:45:53 AM","2/19/2016 3:56:01 PM","Closed","311 Service Request","Code - Abandon Vehicles","Abandoned Vehicles","Abandoned Vehicle","4530 25TH AVE, 95820","95820"
"31414401","1/27/2016 9:50:55 AM","2/10/2016 1:17:42 PM","Closed","311 Service Request","Transportation","Graffiti Private Property","Graffiti Private Property","8090 MADISON AVE, 95628","95628"
"31414402","1/27/2016 9:51:43 AM","1/27/2016 11:30:15 AM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","141 MONTICELLO AVE, 95673","95673"
"31414408","1/27/2016 9:55:29 AM","2/8/2016 10:47:33 AM","Closed","311 Service Request","Code - Abandon Vehicles","Abandoned Vehicles","Abandoned Vehicle","410 SILVER CREST CIR, 95673","95673"
"31414411","1/27/2016 9:56:36 AM","1/28/2016 4:12:39 PM","Closed","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","5744 MENDOCINO BLVD, 95824","95824"
"31414412","1/27/2016 9:57:06 AM","1/27/2016 11:30:03 AM","Closed","311 Service Request","Animal Care","Dead Animals","Dead Animals","INTERSECTION of GERBER RD and BAR DU LN, 95829","95829"
"31414416","1/27/2016 9:59:41 AM","1/27/2016 11:30:04 AM","Closed","311 Service Request","Animal Care","Dead Animals","Dead Animals","INTERSECTION of GERBER RD and BAR DU LN, 95829","95829"
"31414420","1/27/2016 10:00:59 AM","","Open","311 Service Request","Transportation","Other","Transportation - Other","INTERSECTION of GIBBONS DR and LINUS WAY, 95608","95608"
"31414422","1/27/2016 10:02:49 AM","1/27/2016 10:05:30 AM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","3777 BOLIVAR AVE, 95660","95660"
"31414425","1/27/2016 10:03:37 AM","2/10/2016 1:19:26 PM","Closed","311 Service Request","Transportation","Pothole Sidewalk Complaints","Pothole Sidewalk Complaints","5821 ANTELOPE RD, 95842","95842"
"31414430","1/27/2016 10:06:32 AM","","Open","311 Service Request","Code - Zoning","Business Area Not Zoned","Business Area Not Zoned","5620 WATT AVE, 95660","95660"
"31414434","1/27/2016 10:08:46 AM","3/2/2016 9:14:17 AM","Closed","311 Service Request","Code - Housing","Sub-Standard Housing Complaints","Sub-Standard Housing Complaints","7336 WATT AVE,Unit 16, 95660","95660"
"31414436","1/27/2016 10:10:08 AM","2/18/2016 11:36:26 AM","Closed","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","1424 KEENEY WAY, 95864","95864"
"31414438","1/27/2016 10:10:35 AM","1/28/2016 2:38:34 PM","Closed","311 Service Request","Waste Management","Illegal Dumping","Illegal Dumping","INTERSECTION of SAN JUAN AVE and MILLICENT CT, 95628","95628"
"31414446","1/27/2016 10:14:05 AM","1/27/2016 12:30:17 PM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","5009 33RD AVE, 95824","95824"
"31414447","1/27/2016 10:14:22 AM","1/27/2016 10:15:34 AM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","5040 VENUTO WAY, 95841","95841"
"31414449","1/27/2016 10:15:36 AM","1/27/2016 12:47:18 PM","Closed","Open311","Remote Device","Code violation","Zoning violations - 105978","9700 GOETHE RD, 95827","95827"
"31414453","1/27/2016 10:18:08 AM","1/27/2016 10:25:34 AM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","3920 BLACKFIELD DR, 95660","95660"
"31414454","1/27/2016 10:18:26 AM","1/27/2016 10:25:36 AM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","8840 LA RIVIERA DR,Unit A, 95826","95826"
"31414456","1/27/2016 10:20:20 AM","1/27/2016 11:30:15 AM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","6989 GRANT LINE RD, 95683","95683"
"31414458","1/27/2016 10:20:57 AM","1/29/2016 11:30:03 AM","Closed","311 Service Request","Animal Care","Animal Investigations","Animal Investigation","4600 KEEMA AVE, 95660","95660"
"31414461","1/27/2016 10:22:34 AM","1/27/2016 11:30:04 AM","Closed","311 Service Request","Animal Care","Dead Animals","Dead Animals","INTERSECTION of GERBER RD and DIAMOND RANCH DR, 95829","95829"
"31414462","1/27/2016 10:22:59 AM","1/27/2016 12:30:17 PM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","7450 CARDWELL AVE, 95662","95662"
"31414463","1/27/2016 10:24:56 AM","1/29/2016 10:30:12 AM","Closed","311 Service Request","Animal Care","Owned Animals","Owned Animal","5832 GARIBALDI ST, 95824","95824"
"31414464","1/27/2016 10:25:25 AM","1/27/2016 11:30:15 AM","Closed","311 Service Request","Animal Care","Animal Care - Wild","Animal Care - Wild","INTERSECTION of FAIR OAKS BLVD and CAMPOY ST, 95628","95628"
"31414466","1/27/2016 10:26:34 AM","1/27/2016 3:30:02 PM","Closed","311 Service Request","Animal Care","Animal Investigations","Animal Investigation","3008 EL PRADO WAY, 95825","95825"
"31414472","1/27/2016 10:28:53 AM","1/27/2016 10:31:08 AM","Closed","311 Service Request","Animal Care","Animal Care - Wild","Animal Care - Wild","INTERSECTION of FAIR OAKS BLVD and CAMPOY ST, 95628","95628"
"31414473","1/27/2016 10:29:05 AM","2/10/2016 12:31:18 PM","Closed","311 Service Request","Code - Abandon Vehicles","Abandoned Vehicles","Abandoned Vehicle","8771 CRUSHEEN WAY, 95828","95828"
"31414483","1/27/2016 10:35:44 AM","1/27/2016 3:21:43 PM","Closed","311 Service Request","Transportation","On-Call - DOT","On-Call - DOT","INTERSECTION of WIRE DR and 47TH AVE, 95824","95824"
"31414497","1/27/2016 10:46:21 AM","1/27/2016 1:30:14 PM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","9181 RIVER RD, 95832","95832"
"31414498","1/27/2016 10:46:26 AM","1/27/2016 10:55:39 AM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","1600 ELSDON CIR, 95608","95608"
"31414508","1/27/2016 10:53:10 AM","1/27/2016 12:30:17 PM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","3713 PINE HOLLOW WAY, 95843","95843"
"31414509","1/27/2016 10:53:59 AM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","8121 MADISON AVE, 95628","95628"
"31414511","1/27/2016 10:56:45 AM","3/1/2016 3:59:29 PM","Closed","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","4200 ROSEVILLE RD, 95660","95660"
"31414514","1/27/2016 10:58:51 AM","1/27/2016 2:43:01 PM","Closed","311 Service Request","Waste Management","Illegal Dumping","Illegal Dumping","8102 WALNUT HILLS WAY, 95628","95628"
"31414515","1/27/2016 10:59:00 AM","2/10/2016 1:20:13 PM","Closed","311 Service Request","Transportation","Street Light Complaints","Street Light Complaints","INTERSECTION of BRUCE WAY and LARRY WAY, 95660","95660"
"31414519","1/27/2016 10:59:58 AM","","Open","311 Service Request","Code - Zoning","Transient Complaints","Transient Complaints","4900 ROSEVILLE RD, 95660","95660"
"31414521","1/27/2016 11:01:11 AM","","Open","311 Service Request","Transportation","Graffiti Private Property","Graffiti Private Property","4900 ROSEVILLE RD, 95660","95660"
"31414527","1/27/2016 11:05:32 AM","","Open","311 Service Request","Code - Zoning","Private Property - Vehicles","Private Property - Vehicle","6456 LARRY WAY, 95660","95660"
"31414533","1/27/2016 11:09:07 AM","1/27/2016 11:15:39 AM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","8155 WESTPORT CIR, 95828","95828"
"31414535","1/27/2016 11:09:58 AM","","Open","311 Service Request","Animal Care","Stray Animals","Stray Animal","7405 WINDING WAY, 95628","95628"
"31414540","1/27/2016 11:11:31 AM","1/27/2016 11:15:42 AM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","8308 ALPINE LAUREL WAY, 95829","95829"
"31414580","1/27/2016 11:39:19 AM","2/10/2016 1:20:56 PM","Closed","311 Service Request","Transportation","Pothole Sidewalk Complaints","Pothole Sidewalk Complaints","INTERSECTION of GREENBACK LN WB I 80 EB ON and GARFIELD AVE, 95841","95841"
"31414585","1/27/2016 11:41:29 AM","1/27/2016 12:30:17 PM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","5721 ANGELINA AVE, 95608","95608"
"31414586","1/27/2016 11:43:09 AM","1/28/2016 2:38:23 PM","Closed","311 Service Request","Waste Management","Illegal Dumping","Illegal Dumping","6424 ALMOND AVE, 95662","95662"
"31414596","1/27/2016 11:48:10 AM","1/29/2016 11:30:03 AM","Closed","311 Service Request","Animal Care","Animal Investigations","Animal Investigation","8776 PALMERSON DR, 95843","95843"
"31414597","1/27/2016 11:49:11 AM","2/24/2016 9:15:25 AM","Closed","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","6241 FAIR OAKS BLVD,Unit A, 95608","95608"
"31414598","1/27/2016 11:50:28 AM","1/27/2016 11:55:57 AM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","5360 ELSINORE WAY, 95628","95628"
"31414605","1/27/2016 11:55:52 AM","1/27/2016 1:30:14 PM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","5713 ANGELINA AVE, 95608","95608"
"31414608","1/27/2016 11:56:29 AM","1/27/2016 12:05:58 PM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","4007 41ST AVE, 95824","95824"
"31414620","1/27/2016 12:10:19 PM","2/10/2016 1:21:35 PM","Closed","311 Service Request","Transportation","Pothole Sidewalk Complaints","Pothole Sidewalk Complaints","INTERSECTION of DON JULIO BLVD and WALERGA RD, 95842","95842"
"31414624","1/27/2016 12:12:22 PM","2/10/2016 1:22:36 PM","Closed","311 Service Request","Transportation","Traffic Signal Complaints","Traffic Signal Complaints","INTERSECTION of DON JULIO BLVD and WALERGA RD, 95842","95842"
"31414628","1/27/2016 12:14:30 PM","1/27/2016 11:30:04 PM","Closed","311 Service Request","Animal Care","Dead Animals","Dead Animals","7401 WINDING WAY, 95628","95628"
"31414635","1/27/2016 12:19:15 PM","1/27/2016 12:26:04 PM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","6821 ASHFIELD WAY, 95628","95628"
"31414641","1/27/2016 12:21:21 PM","1/27/2016 1:30:14 PM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","6324 LONGDALE DR, 95660","95660"
"31414660","1/27/2016 12:33:54 PM","2/5/2016 9:30:14 AM","Closed","311 Service Request","Animal Care","Owned Animals","Owned Animal","3926 SMITHFIELD WAY, 95826","95826"
"31414662","1/27/2016 12:35:52 PM","1/28/2016 2:05:00 PM","Closed","311 Service Request","Waste Management","Illegal Dumping","Illegal Dumping","INTERSECTION of ARDEN WAY and WRIGHT ST, 95825","95825"
"31414667","1/27/2016 12:38:16 PM","1/27/2016 12:46:29 PM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","1256 MACAULAY CIR, 95608","95608"
"31414672","1/27/2016 12:44:27 PM","1/27/2016 12:45:51 PM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","9561 BURROUGHS CT, 95829","95829"
"31414679","1/27/2016 12:50:41 PM","2/10/2016 1:23:35 PM","Closed","Open311","Remote Device","Pothole","Pothole - 106022","7550 REESE RD, 95828","95828"
"31414680","1/27/2016 12:50:50 PM","1/27/2016 12:56:17 PM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","9209 CASPIANE WAY, 95826","95826"
"31414697","1/27/2016 1:02:30 PM","2/17/2016 8:21:06 AM","Closed","311 Service Request","Transportation","Other","Transportation - Other","7738 WINDING WAY, 95628","95628"
"31414709","1/27/2016 1:10:57 PM","2/8/2016 10:30:10 AM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","9266 ULTRA CT, 95662","95662"
"31414722","1/27/2016 1:18:55 PM","1/27/2016 8:30:00 PM","Closed","311 Service Request","Animal Care","Dead Animals","Dead Animals","10131 CHRISTYLYN WAY, 95632","95632"
"31414735","1/27/2016 1:29:15 PM","1/27/2016 2:30:03 PM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","11887 IJUANA LN, 95632","95632"
"31414738","1/27/2016 1:31:18 PM","1/28/2016 8:45:20 AM","Closed","311 Service Request","Building Permits and Inspection","Building Permits and Inspection Complaints","Building Permits and Inspection Complaints","6207 RAMPART DR, 95608","95608"
"31414739","1/27/2016 1:31:21 PM","1/27/2016 2:30:02 PM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","INTERSECTION of POWER INN RD and GERBER RD, 95828","95828"
"31414740","1/27/2016 1:31:25 PM","1/29/2016 4:03:11 PM","Closed","Open311","Remote Device","Park/Landscape","Park/Landscape - 106030","3850 CRONDALL DR, 95864","95864"
"31414741","1/27/2016 1:31:41 PM","2/5/2016 9:30:07 AM","Closed","311 Service Request","Animal Care","Owned Animals","Owned Animal","3903 WHITNEY AVE, 95821","95821"
"31414742","1/27/2016 1:32:39 PM","1/27/2016 2:30:03 PM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","8176 STEINBECK WAY, 95828","95828"
"31414744","1/27/2016 1:33:19 PM","1/27/2016 2:30:01 PM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","8101 HAYSTACK DR, 95828","95828"
"31414749","1/27/2016 1:36:44 PM","1/27/2016 2:30:05 PM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","INTERSECTION of Q ST and RIO LINDA BLVD, 95673","95673"
"31414753","1/27/2016 1:39:38 PM","2/10/2016 1:24:21 PM","Closed","311 Service Request","Transportation","Pothole Sidewalk Complaints","Pothole Sidewalk Complaints","INTERSECTION of ARDEN WAY and WRIGHT ST, 95825","95825"
"31414754","1/27/2016 1:41:13 PM","1/27/2016 1:46:38 PM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","4882 OAKHAVEN CT, 95608","95608"
"31414758","1/27/2016 1:42:39 PM","2/10/2016 1:26:00 PM","Closed","311 Service Request","Transportation","Traffic Sign Complaints","Traffic Sign Complaints","INTERSECTION of PERTH GLEN DR and DON JULIO BLVD, 95843","95843"
"31414759","1/27/2016 1:43:07 PM","1/27/2016 1:46:37 PM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","2385 RALSTON RD, 95821","95821"
"31414768","1/27/2016 1:49:39 PM","1/28/2016 10:01:17 AM","Closed","311 Service Request","Code - Housing","Sub-Standard Housing Complaints","Sub-Standard Housing Complaints","1003 FULTON AVE,Unit 108, 95825","95825"
"31414775","1/27/2016 1:54:01 PM","1/27/2016 1:56:18 PM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","9291 ELDER CREEK RD, 95829","95829"
"31414780","1/27/2016 1:56:53 PM","","Open","311 Service Request","Code - Housing","Emergency Housing Conditions","Emergency Housing Condition","5628 CYPRESS AVE, 95608","95608"
"31414782","1/27/2016 1:57:02 PM","2/8/2016 11:24:09 AM","Closed","311 Service Request","Transportation","Other","Transportation - Other","9466 ROGERS RD, 95829","95829"
"31414785","1/27/2016 1:58:32 PM","1/27/2016 2:06:08 PM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","6724 MEDORA DR, 95660","95660"
"31414786","1/27/2016 1:58:50 PM","1/28/2016 2:00:11 PM","Closed","311 Service Request","Waste Management","Illegal Dumping","Illegal Dumping","9466 ROGERS RD, 95829","95829"
"31414797","1/27/2016 2:02:04 PM","1/29/2016 10:30:12 AM","Closed","311 Service Request","Animal Care","Owned Animals","Owned Animal","7308 SILVER VIEW WAY, 95673","95673"
"31414799","1/27/2016 2:02:31 PM","1/27/2016 2:11:02 PM","Closed","311 Service Request","Environmental - Compliance","Hazardous Substances","Hazardous Substance","11855 WHITE ROCK RD, 95742","95742"
"31414801","1/27/2016 2:02:49 PM","","Open","311 Service Request","Code - Abandon Vehicles","Abandoned Vehicles","Abandoned Vehicle","5925 RAMPART DR, 95608","95608"
"31414802","1/27/2016 2:03:15 PM","1/27/2016 5:30:14 PM","Closed","311 Service Request","Animal Care","Animal Care - Wild","Animal Care - Wild","7119 ALMOND AVE, 95662","95662"
"31414803","1/27/2016 2:04:42 PM","1/27/2016 2:06:27 PM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","5822 20TH ST, 95673","95673"
"31414804","1/27/2016 2:04:52 PM","1/27/2016 2:06:27 PM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","5830 20TH ST, 95673","95673"
"31414815","1/27/2016 2:12:52 PM","2/26/2016 9:39:35 AM","Closed","311 Service Request","Transportation","HazMat","HazMat","11855 WHITE ROCK RD, 95742","95742"
"31414816","1/27/2016 2:15:52 PM","","Open","311 Service Request","Code - Housing","Sub-Standard Housing Complaints","Sub-Standard Housing Complaints","5720 HILLSDALE BLVD, 95842","95842"
"31414820","1/27/2016 2:21:25 PM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","8526 NEW STAR CIR, 95828","95828"
"31414830","1/27/2016 2:30:11 PM","1/27/2016 4:30:11 PM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","2852 PASEO RIO WAY, 95827","95827"
"31414831","1/27/2016 2:31:23 PM","","Open","Open311","Remote Device","Code violation","Zoning violations - 106039","5105 VISTA SIERRA DR, 95843","95843"
"31414833","1/27/2016 2:33:36 PM","2/5/2016 1:30:02 AM","Closed","311 Service Request","Animal Care","Animal Investigations","Animal Investigation","6337 ASLIN WAY, 95608","95608"
"31414844","1/27/2016 2:46:12 PM","2/17/2016 8:23:07 AM","Closed","311 Service Request","Transportation","Graffiti Public Right of Way","Graffiti Public Right of Way","3846 FRUITRIDGE RD, 95820","95820"
"31414851","1/27/2016 2:50:28 PM","1/27/2016 2:56:38 PM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","4432 KENNETH AVE, 95628","95628"
"31414858","1/27/2016 2:58:03 PM","2/26/2016 9:23:14 AM","Closed","311 Service Request","Transportation","Street Light Complaints","Street Light Complaints","INTERSECTION of LEWIS AVE and GREAT VALLEY DR, 95843","95843"
"31414862","1/27/2016 3:00:30 PM","2/26/2016 9:39:56 AM","Closed","311 Service Request","Transportation","Pothole Sidewalk Complaints","Pothole Sidewalk Complaints","INTERSECTION of SUNRISE BLVD and HOWARD ST, 95628","95628"
"31414867","1/27/2016 3:02:30 PM","2/26/2016 9:23:40 AM","Closed","311 Service Request","Transportation","Street Light Complaints","Street Light Complaints","INTERSECTION of SUNSET DOWNS DR and IONA WAY, 95828","95828"
"31414869","1/27/2016 3:03:23 PM","2/2/2016 3:34:25 PM","Closed","Open311","Remote Device","Other","Other - 106044","6405 CERROMAR CIR, 95662","95662"
"31414876","1/27/2016 3:08:25 PM","1/28/2016 10:30:04 PM","Closed","311 Service Request","Animal Care","Dead Animals","Dead Animals","2025 MORSE AVE, 95825","95825"
"31414877","1/27/2016 3:08:29 PM","1/27/2016 3:16:54 PM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","8344 DEER SPRING CIR, 95843","95843"
"31414881","1/27/2016 3:11:00 PM","1/27/2016 3:16:54 PM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","6904 BLUE DUCK WAY, 95842","95842"
"31414882","1/27/2016 3:11:34 PM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","4300 MASON LN, 95821","95821"
"31414884","1/27/2016 3:12:41 PM","1/27/2016 10:30:05 PM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","9700 GOETHE RD, 95827","95827"
"31414895","1/27/2016 3:20:09 PM","2/26/2016 9:41:58 AM","Closed","311 Service Request","Transportation","Other","Transportation - Other","INTERSECTION of WATT AVE and I ST, 95660","95660"
"31414896","1/27/2016 3:21:21 PM","","Open","Open311","Remote Device","Graffiti","Graffiti - 106049","10770 STOCKTON BLVD, 95757","95757"
"31414897","1/27/2016 3:21:21 PM","2/26/2016 9:42:18 AM","Closed","Open311","Remote Device","Other","Other - 106050","5300 MELSEE CT, 95842","95842"
"31414899","1/27/2016 3:21:57 PM","1/27/2016 11:30:06 PM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","INTERSECTION of SCOTLAND DR and DELANEY DR, 95843","95843"
"31414900","1/27/2016 3:22:32 PM","1/27/2016 3:30:05 PM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","INTERSECTION of DELANEY DR and SCOTLAND DR, 95843","95843"
"31414904","1/27/2016 3:24:20 PM","3/2/2016 9:43:11 AM","Closed","311 Service Request","Transportation","Tree Complaints","Tree Complaints","INTERSECTION of GREAT VALLEY DR and GINGERROOT CT, 95843","95843"
"31414905","1/27/2016 3:24:31 PM","1/27/2016 3:26:28 PM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","3920 RIDGE ST, 95628","95628"
"31414908","1/27/2016 3:31:16 PM","2/26/2016 9:24:08 AM","Closed","311 Service Request","Transportation","Street Light Complaints","Street Light Complaints","9435 MORCOTT WAY, 95829","95829"
"31414911","1/27/2016 3:36:16 PM","1/27/2016 5:30:00 PM","Closed","311 Service Request","Animal Care","License/Specimen Pickups","License Specimen Pickup","9700 GOETHE RD, 95827","95827"
"31414916","1/27/2016 3:41:14 PM","1/27/2016 3:46:42 PM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","329 WYNDGATE RD, 95864","95864"
"31414921","1/27/2016 3:47:03 PM","1/27/2016 5:30:14 PM","Closed","311 Service Request","Animal Care","Animal Care - Wild","Animal Care - Wild","9036 TALISMAN DR, 95826","95826"
"31414922","1/27/2016 3:48:46 PM","1/28/2016 2:36:36 PM","Closed","311 Service Request","Waste Management","Illegal Dumping","Illegal Dumping","5161 KARM WAY, 95842","95842"
"31414923","1/27/2016 3:49:47 PM","1/28/2016 2:36:54 PM","Closed","311 Service Request","Waste Management","Illegal Dumping","Illegal Dumping","5155 KARM WAY, 95842","95842"
"31414926","1/27/2016 3:53:02 PM","1/28/2016 2:37:45 PM","Closed","311 Service Request","Waste Management","Illegal Dumping","Illegal Dumping","5125 KARM WAY, 95842","95842"
